Titre,Année,Public,Durée,Genre,Note,Synopsis,Acteurs,Langues,Pays d'origine,Nombre d'épisodes,Nombre de saisons
Breaking Bad,2008–2013,Tous publics,"49,m","Crime,Drama,Thriller",9.4,A high school chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine in order to secure his family's future.,"Bryan Cranston,Aaron Paul,Anna Gunn,Betsy Brandt,RJ Mitte,Dean Norris,Bob Odenkirk,Steven Michael Quezada,Jonathan Banks,Giancarlo Esposito,Charles Baker,Jesse Plemons,Christopher Cousins,Laura Fraser,Matt Jones,Michael Shamus Wiles,Lavell Crawford,Ray Campbell","English,Spanish",United States,62,5 seasons
Sons of Anarchy,2008–2014,16,"45,m","Crime,Drama,Thriller",8.5,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,"Charlie Hunnam,Katey Sagal,Mark Boone Junior,Kim Coates,Tommy Flanagan,Theo Rossi,Dayton Callie,Maggie Siff,Ron Perlman,David Labrava,Ryan Hurst,William Lucking,Michael Ornstein,Winter Ave Zoli,Jimmy Smits,Niko Nicotera,Chris Reed,Drea de Matteo",English,United States,92,7 seasons
Battlestar Galactica,2004–2009,Tous publics,"44,m","Action,Adventure,Drama",8.7,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fab...","Edward James Olmos,Mary McDonnell,Jamie Bamber,James Callis,Tricia Helfer,Grace Park,Katee Sackhoff,Michael Hogan,Aaron Douglas,Tahmoh Penikett,Alessandro Juliani,Kandyse McClure,Bodie Olmos,Donnelly Rhodes,Michael Trucco,Nicki Clyne,Leah Cairns,Rekha Sharma",English,"United States,Canada",74,4 seasons
Doctor Who,2005– ,Tous publics,"45,m","Adventure,Drama,Family",8.6,The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.,"Jodie Whittaker,Peter Capaldi,Pearl Mackie,Matt Smith,David Tennant,Nicholas Briggs,Jon Davey,Jenna Coleman,Paul Kasey,Karen Gillan,Billie Piper,Mandip Gill,Arthur Darvill,Simon Carew,Bradley Walsh,Tosin Cole,Ruari Mears,Freema Agyeman",English,United Kingdom,200,13 seasons
X Files: aux frontières du réel,1993–2018,Tous publics,"45,m","Crime,Drama,Mystery",8.6,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.","David Duchovny,Gillian Anderson,Mitch Pileggi,William B. Davis,Robert Patrick,Tom Braidwood,Bruce Harwood,Dean Haglund,Annabeth Gish,Nicholas Lea,James Pickens Jr.,Sheila Larken,Chris Owens,Don S. Williams,Steven Williams,Jerry Hardin,Laurie Holden,Rebecca Toolan",English,"United States,Canada",217,11 seasons
"Suits, avocats sur mesure",2011–2019,Tous publics,"44,m","Comedy,Drama",8.4,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.","Gabriel Macht,Patrick J. Adams,Meghan Markle,Sarah Rafferty,Rick Hoffman,Gina Torres,Amanda Schull,Wendell Pierce,Dulé Hill,Aloma Wright,Rachael Harris,Katherine Heigl,Christina Cole,Max Topplin,Neal McDonough,David Costabile,D.B. Woodside,Ray Proscia",English,United States,134,9 seasons
The Haunting of Hill House,2018,16,"9,h, ,32,m","Drama,Horror,Mystery",8.6,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","Michiel Huisman,Carla Gugino,Henry Thomas,Elizabeth Reaser,Oliver Jackson-Cohen,Kate Siegel,Victoria Pedretti,Lulu Wilson,Mckenna Grace,Paxton Singleton,Julian Hilliard,Violet McGraw,Timothy Hutton,Anthony Ruivivar,Samantha Sloyan,Annabeth Gish,Robert Longstreet,Olive Elise Abercrombie",English,United States,10,1 season
Lost - Les disparus,2004–2010,Tous publics,"44,m","Adventure,Drama,Fantasy",8.3,The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.,"Jorge Garcia,Josh Holloway,Yunjin Kim,Evangeline Lilly,Terry O'Quinn,Naveen Andrews,Matthew Fox,Daniel Dae Kim,Emilie de Ravin,Michael Emerson,Henry Ian Cusick,Dominic Monaghan,Harold Perrineau,Elizabeth Mitchell,Ken Leung,Nestor Carbonell,Maggie Grace,Jeremy Davies","English,Portuguese,Spanish,Arabic,French,Korean,German,Latin,Russian,Japanese",United States,119,6 seasons
Hunter x Hunter,2011–2014,Tous publics,"24,m","Animation,Action,Adventure",9.0,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger.","Issei Futamata,Megumi Han,Cristina Valenzuela,Mariya Ise,Michael McConnohie,Erica Mendez,Erika Harlacher,Miyuki Sawashiro,Daisuke Namikawa,Matthew Mercer,Keiji Fujiwara,Keith Silverstein,Wataru Takagi,Tony Oliver,Bill Rogers,Ray Chase,Ben Diskin,Kyle Hebert","Japanese,English",Japan,148,5 years
Rome,2005–2007,Tous publics,"52,m","Action,Drama,History",8.7,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,"Kevin McKidd,Ray Stevenson,Polly Walker,Kerry Condon,James Purefoy,Ian McNeice,Coral Amiga,Lindsay Duncan,Lidia Biondi,Tobias Menzies,Nicholas Woodeson,David Bamber,Chiara Mastalli,Manfredi Aliquo,Indira Varma,Suzanne Bertish,Max Pirkis,Lee Boardman",English,"United Kingdom,United States",22,2 seasons
La quatrième dimension,1959–1964,Tous publics,"51,m","Drama,Fantasy,Horror",9.0,"Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.","Rod Serling,Robert McCord,Jay Overholts,Vaughn Taylor,David Armstrong,James Turley,Jack Klugman,Burgess Meredith,John Anderson,J. Pat O'Malley,Barney Phillips,George Mitchell,Cyril Delevanti,Jon Lormer,John McLiam,Bill Erwin,Nan Peterson,Lew Brown",,United States,156,5 seasons
Modern Family,2009–2020,Tous publics,"22,m","Comedy,Drama,Romance",8.4,Three different but related families face trials and tribulations in their own uniquely comedic ways.,"Ed O'Neill,Sofía Vergara,Julie Bowen,Ty Burrell,Jesse Tyler Ferguson,Eric Stonestreet,Rico Rodriguez,Nolan Gould,Sarah Hyland,Ariel Winter,Aubrey Anderson-Emmons,Jeremy Maguire,Reid Ewing,Beatrice the Dog,Pierce Wallace,Adam Devine,Fred Willard,Dana Powell","English,Spanish,Chinese,Italian",United States,250,11 seasons
Mad Men,2007–2015,Tous publics,"47,m",Drama,8.6,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,Aaron Staton,Rich Sommer,John Slattery,Kiernan Shipka,Robert Morse,Christopher Stanley,Jessica Paré,Jay R. Ferguson,Michael Gladis,Bryan Batt,Alison Brie,Jared Harris,Kevin Rahm",English,United States,92,7 seasons
Cowboy Bebop,1998–1999,Tous publics,"24,m","Animation,Action,Adventure",8.9,The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,"Kôichi Yamadera,Unshô Ishizuka,Megumi Hayashibara,Steve Blum,Beau Billingslea,Kevin Seymour,Wendee Lee,Isshin Chiba,Melissa Fahn,Aoi Tada,Hiroshi Naka,Tsutomu Tareki,Miki Nagasawa,Toshihiko Nakajima,Jin Hirao,Skip Stellrecht,Kazuhiro Nakata,Shinpachi Tsuji","English,Japanese",Japan,26,3 years
Supernatural,2005–2020,16,"44,m","Drama,Fantasy,Horror",8.4,"Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons and gods that roam the earth.","Jared Padalecki,Jensen Ackles,Jim Beaver,Misha Collins,Mark Sheppard,Alexander Calvert,Mark Pellegrino,Samantha Smith,Ruth Connell,Rob Benedict,Kim Rhodes,Osric Chau,David Haydn-Jones,Curtis Armstrong,Lisa Berry,Genevieve Padalecki,Jeffrey Dean Morgan,Emily Swallow",English,"United States,Canada",327,15 seasons
Star Trek: La nouvelle génération,1987–1994,Tous publics,"44,m","Action,Adventure,Mystery",8.6,"Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before...","Patrick Stewart,Brent Spiner,Jonathan Frakes,LeVar Burton,Marina Sirtis,Michael Dorn,Gates McFadden,Majel Barrett,Wil Wheaton,Colm Meaney,James G. Becker,Denise Crosby,Whoopi Goldberg,Diana Muldaur,Patti Yasutake,Nora Leonhardt,Dennis Madalone,Michelle Forbes","English,Klingon,French",United States,176,7 seasons
The Witcher,2019– ,16,"1,h","Action,Adventure,Drama",8.2,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.","Henry Cavill,Anna Shaffer,Freya Allan,Graham McTavish,Liz Carr,Simon Callow,Chris Fulton,Kevin Doyle,Adjoa Andoh,Cassie Clare,Yasen Atour,Basil Eidenbenz,Anya Chalotra,Mimi Ndiweni,Mecia Simson,Eamon Farren,Paul Bullion,MyAnna Buring",English,"Poland,United States,Hungary",17,2 seasons
L'hôtel en folie,1975–1979,TV-PG,"30,m",Comedy,8.7,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.","John Cleese,Prunella Scales,Andrew Sachs,Connie Booth,Ballard Berkeley,Gilly Flower,Renee Roberts,Brian Hall,Terence Conoley,Elizabeth Benson,George Lee,Bernard Cribbins,Michael Gwynn,André Maranne,Bruce Boa,Ken Campbell,Nicky Henson,Geoffrey Palmer","English,Spanish",United Kingdom,12,2 seasons
The Handmaid's Tale: La Servante écarlate,2017– ,12,"1,h","Drama,Sci-Fi,Thriller",8.4,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.","Elisabeth Moss,Yvonne Strahovski,Joseph Fiennes,Ann Dowd,Madeline Brewer,Amanda Brugel,Max Minghella,O-T Fagbenle,Samira Wiley,Nina Kiri,Bahia Watson,Alexis Bledel,Bradley Whitford,Stephen Kunken,Ever Carradine,Sam Jaeger,Jenessa Grant,Kristen Gutoskie","English,German,Greek",United States,47,4 seasons
Parks and Recreation,2009–2015,Tous publics,"22,m",Comedy,8.6,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,"Amy Poehler,Jim O'Heir,Nick Offerman,Chris Pratt,Aubrey Plaza,Aziz Ansari,Retta,Rashida Jones,Adam Scott,Rob Lowe,Jay Jackson,Paul Schneider,Ben Schwartz,Mo Collins,Yvans Jourdain,Jon Glaser,Billy Eichner,James Greene",English,United States,124,7 seasons
This Is Us,2016–2022,Tous publics,"45,m","Comedy,Drama,Romance",8.6,"A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.","Milo Ventimiglia,Mandy Moore,Sterling K. Brown,Chrissy Metz,Justin Hartley,Susan Kelechi Watson,Chris Sullivan,Eris Baker,Faithe Herman,Jon Huertas,Mackenzie Hancsicsak,Parker Bates,Hannah Zeile,Lonnie Chavis,Niles Fitch,Logan Shroyer,Lyric Ross,Ron Cephas Jones",English,United States,90,6 seasons
,,,,,,,,,,,1 season
La fabuleuse Mme Maisel,2017– ,18,"57,m","Comedy,Drama",8.7,A housewife in 1958 decides to become a stand-up comic.,"Rachel Brosnahan,Alex Borstein,Michael Zegen,Marin Hinkle,Tony Shalhoub,Matilda Szydagis,Nunzio Pascale,Matteo Pascale,Kevin Pollak,Brian Tarantina,Joel Johnstone,Caroline Aaron,Bailey De Young,Cynthia Darlow,Luke Kirby,Jane Lynch,LeRoy McClain,Zachary Levi",English,United States,33,4 seasons
Oz,1997–2003,10,"55,m","Crime,Drama,Thriller",8.7,A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,"Ernie Hudson,J.K. Simmons,Lee Tergesen,Dean Winters,George Morfogen,Terry Kinney,Rita Moreno,Harold Perrineau,Eamonn Walker,Craig muMs Grant,Luna Lauren Velez,Granville Adams,Tom Mardirosian,Kirk Acevedo,BD Wong,Chuck Zito,Philip Scozzarella,Scott William Winters",English,United States,56,6 seasons
À la Maison Blanche,1999–2006,Tous publics,"44,m",Drama,8.8,Inside the lives of staffers in the West Wing of the White House.,"Martin Sheen,Rob Lowe,Allison Janney,John Spencer,Bradley Whitford,Janel Moloney,Richard Schiff,Dulé Hill,NiCole Robinson,Melissa Fitzgerald,Joshua Malina,Stockard Channing,Kim Webster,Kris Murphy,Timothy Davis-Reed,Mary McCormack,William Duffy,Peter James Smith",English,United States,155,7 seasons
Ozark,2017–2022,16,"1,h","Crime,Drama,Thriller",8.4,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","Jason Bateman,Laura Linney,Sofia Hublitz,Skylar Gaertner,Julia Garner,Lisa Emery,Charlie Tahan,Kevin L. Johnson,Jordana Spiro,Jason Butler Harner,Peter Mullan,Carson Holmes,Janet McTeer,McKinley Belcher III,Veronica Falcón,Ali Stroker,Robert C. Treveiler,Trevor Long",English,United States,44,4 seasons
La casa de papel,2017–2021,16,"1,h, ,10,m","Action,Crime,Drama",8.2,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,"Úrsula Corberó,Álvaro Morte,Itziar Ituño,Pedro Alonso,Miguel Herrán,Jaime Lorente,Esther Acebo,Enrique Arce,Darko Peric,Alba Flores,Fernando Soto,Mario de la Rosa,Rocco Narva,Hovik Keuchkerian,Rodrigo De la Serna,Najwa Nimri,Paco Tous,Luka Peros","Spanish,Russian,Serbian,English",Spain,41,5 seasons
Invincible,2021– ,16,"50,m","Animation,Action,Adventure",8.7,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,"Steven Yeun,J.K. Simmons,Sandra Oh,Zazie Beetz,Grey Griffin,Kevin Michael Richardson,Walton Goggins,Gillian Jacobs,Zachary Quinto,Andrew Rannells,Jason Mantzoukas,Khary Payton,Chris Diamantopoulos,Melise,Mark Hamill,Ross Marquand,Clancy Brown,Fred Tatasciore",English,United States,13,2 seasons
Sahsiyet,2018,TV-MA,"1,h, ,5,m","Crime,Drama,Mystery",9.1,A man diagnosed with Alzheimer's decides to punish criminals.,"Haluk Bilginer,Cansu Dere,Metin Akdülger,Sebnem Bozoklu,Hüseyin Avni Danyal,Necip Memili,Senay Gürler,Ayhan Kavas,Önder Selen,Ibrahim Selim,Firat Topkorur,Recep Usta,Rabia Soyturk,Alptekin Ertürk,Müjde Ar,Yusufcan Sancakli,Hümeyra,Volkan Uygun",Turkish,Turkey,12,1 season
Futurama,1999–2013,Tous publics,"22,m","Animation,Comedy,Sci-Fi",8.4,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.","Billy West,John DiMaggio,Katey Sagal,Tress MacNeille,Phil LaMarr,Lauren Tom,Maurice LaMarche,David Herman,Frank Welker,Kath Soucie,Dawnn Lewis,Tom Kenny,Dan Castellaneta,George Takei,Nicole St. John,Phil Hendrie,Al Gore,Pamela Anderson",English,United States,140,10 seasons
Cobra Kai,2018– ,16,"30,m","Action,Comedy,Drama",8.6,"Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","Courtney Henggeler,Mary Mouser,Tanner Buchanan,Ralph Macchio,Xolo Maridueña,William Zabka,Jacob Bertrand,Gianni DeCenzo,Martin Kove,Vanessa Rubio,Peyton List,Aedin Mincks,Owen Morgan,Khalil Everage,Nichole Brown,Hannah Kepple,Joe Seo,Griffin Santopietro",English,United States,41,4 seasons
Fringe,2008–2013,Tous publics,"46,m","Drama,Mystery,Sci-Fi",8.4,An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.,"Anna Torv,Joshua Jackson,John Noble,Jasika Nicole,Lance Reddick,Blair Brown,Michael Cerveris,Kirk Acevedo,Seth Gabel,Ryan McDonald,Mark Valley,Michael Kopsa,Lily Pilblad,Leonard Nimoy,Ari Graynor,Eugene Lipinski,Jared Harris,Sebastian Roché",English,"United States,Canada",100,5 seasons
Big Little Lies,2017–2019,12,"1,h","Crime,Drama,Mystery",8.5,"The apparently perfect lives of upper-class mothers, at a prestigious elementary school, unravel to the point of murder when a single-mother moves to their quaint Californian beach town.","Reese Witherspoon,Nicole Kidman,Shailene Woodley,Adam Scott,Zoë Kravitz,Laura Dern,James Tupper,Alexander Skarsgård,Jeffrey Nordling,Iain Armitage,Darby Camp,Kathryn Newton,Cameron Crovetti,Nicholas Crovetti,Chloe Coleman,Ivy George,Larry Sullivan,Merrin Dungey",English,United States,14,2 seasons
Orgueil et préjugés,1995,TV-PG,"5,h, ,27,m","Drama,Romance",8.8,"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.","Colin Firth,Jennifer Ehle,Susannah Harker,Julia Sawalha,Alison Steadman,Benjamin Whitrow,Crispin Bonham-Carter,Polly Maberly,Lucy Briers,Anna Chancellor,Lucy Robinson,Adrian Lukis,David Bamber,Lucy Scott,Lucy Davis,Emilia Fox,Marlene Sidaway,Barbara Leigh-Hunt",English,United Kingdom,6,1 season
Boardwalk Empire,2010–2014,16,"55,m","Crime,Drama,History",8.5,An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.,"Steve Buscemi,Kelly Macdonald,Michael Shannon,Shea Whigham,Stephen Graham,Vincent Piazza,Michael Kenneth Williams,Paul Sparks,Gretchen Mol,Michael Stuhlbarg,Anthony Laciura,Jack Huston,Anatol Yusef,Brady Noon,Connor Noon,Lucy Gallina,Josie Gallina,Declan McTigue",English,United States,57,5 seasons
Homeland,2011–2020,12,"55,m","Crime,Drama,Mystery",8.3,A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.,"Claire Danes,Mandy Patinkin,Damian Lewis,Rupert Friend,Maury Sterling,F. Murray Abraham,Morena Baccarin,Jackson Pace,Morgan Saylor,Diego Klattenhoff,Elizabeth Marvel,David Harewood,Tracy Letts,Linus Roache,David Marciano,Sarita Choudhury,Amy Hargreaves,Navid Negahban",English,United States,96,8 seasons
Archer,2009– ,16,"22,m","Animation,Action,Comedy",8.6,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,"H. Jon Benjamin,Judy Greer,Amber Nash,Chris Parnell,Aisha Tyler,Jessica Walter,Lucky Yates,Adam Reed,Dave Willis,George Coe,Tom Kane,Jeffrey Tambor,Peter Newman,Maggie Wheeler,Leigh Jackson,Christian Slater,Ron Leibman,Neal Holman",English,United States,135,13 seasons
One Piece,1999– ,10,"24,m","Animation,Action,Adventure",8.8,"Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Pie...","Mayumi Tanaka,Tony Beck,Laurent Vernin,Akemi Okamura,Kappei Yamaguchi,Kazuya Nakai,Hiroaki Hirata,Ikue Ôtani,Colleen Clinkenbeard,Mahito Ôba,Yuriko Yamaguchi,Kazuki Yao,Chikao Ohtsuka,Luci Christian,Christopher Sabat,Sonny Strait,Eric Vale,Chô",Japanese,Japan,1000,23 years
Larry et son nombril,2000– ,10,"28,m",Comedy,8.7,The life and times of Larry David and the predicaments he gets himself into with his friends and complete strangers.,"Larry David,Cheryl Hines,Jeff Garlin,Susie Essman,J.B. Smoove,Richard Lewis,Ted Danson,Bob Einstein,Ashly Holloway,Shelley Berman,Antoinette Spolar,Vivica A. Fox,Carla Jeffery,Nick Nervies,Ann Ryerson,Wanda Sykes,Ellia English,Julia Louis-Dreyfus",English,United States,110,11 seasons
The Bridge: Bron/Broen,2011–2018,12,"1,h","Crime,Mystery,Thriller",8.6,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find ...","Sofia Helin,Rafael Pettersson,Sarah Boberg,Dag Malmberg,Kim Bodnia,Puk Scharbau,Thure Lindhardt,Lars Simonsen,Gabriel Flores Jair,Henrik Lundström,Maria Kulle,Julie Carlsen,Emil Birk Hartmann,Anette Lindbäck,Said William Legue,Kristina Brändén Whitaker,Lotte Munk,Vickie Bak Laursen","Swedish,Danish","Sweden,Denmark,Germany",38,4 seasons
Line of Duty,2012–2021,Tous publics,"1,h","Crime,Drama,Mystery",8.7,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit.","Martin Compston,Vicky McClure,Adrian Dunbar,Craig Parkinson,Gregory Piper,Aiysha Hart,Maya Sondhi,Keeley Hawes,Nigel Boyle,Polly Walker,Paul Higgins,Anneika Rose,Neil Morrissey,Tomi May,Ace Bhatti,Elizabeth Rider,Tony Pitts,Kelly Macdonald",English,United Kingdom,36,6 seasons
The Morning Show,2019– ,12,"1,h",Drama,8.3,"An inside look at the lives of the people who help America wake up in the morning, exploring the unique challenges faced by the men and women who carry out this daily televised ritual.","Jennifer Aniston,Reese Witherspoon,Billy Crudup,Mark Duplass,Nestor Carbonell,Karen Pittman,Desean Terry,Victoria Tate,Shari Belafonte,Steve Carell,Joe Marinelli,Eli Bildner,Janina Gavankar,Tom Irwin,Hannah Leder,Amber Friendly,Joe Pacheco,Michelle Meredith",English,United States,21,3 seasons
Maid,2021,16,"9,h, ,5,m",Drama,8.5,"After fleeing an abusive relationship, a young mother finds a job cleaning houses as she fights to provide for her child and build them a better future.","Margaret Qualley,Nick Robinson,Rylea Nevaeh Whittet,Andie MacDowell,Anika Noni Rose,Tracy Vilar,Billy Burke,BJ Harrison,Raymond Ablack,Xavier de Guzman,Toby Levins,Christie Burke,Angelina Pepper,Amy Reid,Anthony Scardera,Sook Hexamer,Aimee Carrero,Mozhan Marnò",English,United States,10,1 season
Sense8,2015–2018,16,"1,h","Drama,Mystery,Sci-Fi",8.3,"A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.","Bae Doona,Jamie Clayton,Tina Desai,Tuppence Middleton,Max Riemelt,Miguel Ángel Silvestre,Brian J. Smith,Daryl Hannah,Freema Agyeman,Zamire Zeynep Özdemir,Alfonso Herrera,Terrence Mann,Eréndira Ibarra,Naveen Andrews,Purab Kohli,Max Mauff,Paul Ogola,Chichi Seii",English,United States,24,2 seasons
,,,,,,,,,,,1 season
Ray Donovan,2013–2020,12,"1,h","Crime,Drama",8.3,"Ray Donovan, a professional ""fixer"" for the rich and famous in Los Angeles, can make anyone's problems disappear except those created by his own family.","Liev Schreiber,Eddie Marsan,Dash Mihok,Pooch Hall,Kerris Dorsey,Jon Voight,Katherine Moennig,Devon Bagby,Paula Malcomson,Steven Bauer,Graham Rogers,Alyssa Diaz,William Stanford Davis,Susan Sarandon,Elliott Gould,Michael McGrady,Dominique Columbus,Denise Crosby",English,United States,82,7 seasons
Father Ted,1995–1998,Not Rated,"25,m",Comedy,8.6,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.","Dermot Morgan,Ardal O'Hanlon,Frank Kelly,Pauline McLynn,Tony Guilfoyle,Patrick Drury,Rynagh O'Grady,Maurice O'Donoghue,Arthur Mathews,Don Wycherley,Pat Shortt,Jim Norton,Graham Norton,Don Foley,Paul Woodfull,Joe Taylor,Tom Farrelly,Rosemary Henderson",English,United Kingdom,25,3 seasons
Samurai Jack,2001–2017,10,"25,m","Animation,Action,Adventure",8.5,"A samurai, sent through time, fights to return home and save the world.","Phil LaMarr,Mako,Kevin Michael Richardson,Jeff Bennett,Grey Griffin,Tara Strong,Tom Kenny,Daran Norris,Greg Baldwin,John DiMaggio,Jennifer Hale,Dee Bradley Baker,Sab Shimono,Richard McGonagle,Lauren Tom,Keone Young,Rob Paulsen,Clyde Kusatsu",English,United States,62,5 seasons
Vinland Saga,2019– ,13,"24,m","Animation,Action,Adventure",8.8,Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.,"Keith Silverstein,Zach Aguilar,Ben Diskin,Ray Chase,Kira Buckland,Patrick Seitz,Allegra Clark,J. Michael Tatum,Abby Trott,Ryan Bartley,Debi Derryberry,Aleks Le,Sean Chiplock,D.C. Douglas,Daman Mills,Kellen Goff,Kyle McCarley,Billy Kametz",Japanese,Japan,24,1 season
Gilmore Girls,2000–2007,Tous publics,"44,m","Comedy,Drama",8.2,"A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.","Lauren Graham,Alexis Bledel,Keiko Agena,Scott Patterson,Yanic Truesdale,Kelly Bishop,Edward Herrmann,Melissa McCarthy,Sean Gunn,Liza Weil,Liz Torres,Jared Padalecki,Matt Czuchry,Jackson Douglas,Michael Winters,Sally Struthers,Emily Kuroda,Todd Lowe",English,United States,154,7 seasons
Naruto,2002–2007,10,"24,m","Animation,Action,Adventure",8.3,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.","Junko Takeuchi,Maile Flanagan,Kate Higgins,Chie Nakamura,Noriaki Sugiyama,Yuri Lowenthal,Dave Wittenberg,Tony Beck,Laurent Vernin,Colleen O'Shaughnessey,Steve Staley,Kôichi Tôchika,Kazuhiko Inoue,Shôtarô Morikubo,Tom Gibis,Kyle Hebert,Brian Donovan,Yôichi Masukawa","English,Japanese",Japan,220,6 years
Génération Kill,2008,TV-MA,"1,h, ,10,m","Drama,War",8.5,"A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.","Alexander Skarsgård,James Ransone,Lee Tergesen,Jon Huertas,Stark Sands,Billy Lush,Jonah Lotan,Wilson Bethel,Pawel Szajda,Marc Menchaca,Rey Valentin,Kellan Lutz,Mike Figueroa,Rudy Reyes,Rich McDonald,Eric Ladin,Chance Kelly,Eric Nenninger",English,"United States,United Kingdom",7,1 season
Normal People,2020,16,"5,h, ,39,m","Drama,Romance",8.5,"Follows Marianne and Connell, from different backgrounds but the same small town in Ireland, as they weave in and out of each other's romantic lives.","Daisy Edgar-Jones,Paul Mescal,Desmond Eastwood,Aislín McGuckin,Sarah Greene,Frank Blake,India Mullen,Eliot Salt,Éanna Hardwicke,Seán Doyle,Fionn O'Shea,Clinton Liberty,Niamh Lynch,Meadhbh Maxwell,Leah McNamara,Killian Filan,Aoife Hinds,Liz Fitzgibbon",English,"Ireland,United Kingdom,United States",12,1 season
Castle,2009–2016,Tous publics,"43,m","Comedy,Crime,Drama",8.1,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homici...","Nathan Fillion,Stana Katic,Susan Sullivan,Jon Huertas,Seamus Dever,Molly C. Quinn,Tamala Jones,Penny Johnson Jerald,Ruben Santiago-Hudson,Maya Stojan,Toks Olagundoye,Arye Gross,L.T. Tolliver,Sunkrish Bala,Scott Paulin,Juliana Dever,Myko Olivier,Jack Coleman",English,United States,173,8 seasons
Penny Dreadful,2014–2016,16,"1,h","Drama,Fantasy,Horror",8.2,"Explorer Sir Malcolm Murray, American gunslinger Ethan Chandler, scientist Victor Frankenstein and medium Vanessa Ives unite to combat supernatural threats in Victorian London.","Josh Hartnett,Timothy Dalton,Eva Green,Reeve Carney,Rory Kinnear,Billie Piper,Harry Treadaway,Danny Sapani,Simon Russell Beale,Douglas Hodge,Sarah Greene,Helen McCrory,Jack Hickey,Patti LuPone,Olivia Llewellyn,Wes Studi,Nicole O'Neill,Olivia Chenery",English,"Ireland,United Kingdom,United States",27,3 seasons
